"","Organization.Name","Business.Category","Approved.Budget.of.the.Contract","Item.Name","Item.Desc","Quantity","Item.Budget"
"2209","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Laptop; Operating System - at least Windows 10 Hom","for IHOMP use",2," 30,000.00 "
"2210","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Printer, Multi Function (Print/Scan/Copy)","for IHOMP use",1," 8,500.00 "
"2211","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 8,000.00 ","3-Way Stopcock without extension","3-Way Stopcock without extension",200," 8,000.00 "
"2212","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 143,000.00 ","Birth Certificate and others","Birth Certificate and others",470," 143,000.00 "
"2213","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Laptop, Operating System - at least Windows 10 Hom","for IHOMP use",2," 30,000.00 "
"2214","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Printer, Multi Function (Print/Scan/Copy)","for IHOMP use",1," 8,500.00 "
"2215","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Printer, Multi Function (Print/Scan/Copy) Toner co","for IHOMP use",8," 8,000.00 "
"2216","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","LTE Pocket Wifi, Processor - Cortex-R7, Network -","for IHOMP use",1," 1,200.00 "
"2217","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Smart Phone, Rear Camera - at least 48.0MP + 8.0MP","for IHOMP use",2," 24,000.00 "
"2218","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 76,700.00 ","Smart Phone, Rear Camera - 8MP, Display - 5.3"", RA","for IHOMP use",1," 5,000.00 "
"2219","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Washed Sand","for EFMS use",15," 13,500.00 "
"2220","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","G.I. Pipe 4"" Sch. 40 (6 meters)","for EFMS use",5," 30,000.00 "
"2221","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Corrugated Bar 12mm dia.","for EFMS use",49," 8,330.00 "
"2222","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Corrugated Bar 10mm dia.","for EFMS use",160," 22,400.00 "
"2223","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","CHB 5""","for EFMS use",1000," 13,000.00 "
"2224","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","2"" x 2 "" x 12' Lumber S4S KD","for EFMS use",100," 34,000.00 "
"2225","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","1/4"" x 4' x 8' Marine Plywood","for EFMS use",50," 25,000.00 "
"2226","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","3/4"" x 4' x 8' Marine Plywood","for EFMS use",70," 126,000.00 "
"2227","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","1 1/2"" x 1 1/2"" x 3/16"" Angle Bar","for EFMS use",80," 64,000.00 "
"2228","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Stranded wire 2.0mm? THHN (150m)","for EFMS use",2," 5,000.00 "
"2229","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Stranded wire 3.5mm? THHN (150m)","for EFMS use",3," 10,500.00 "
"2230","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Stranded wire 5.5mm?THHN (150m)","for EFMS use",3," 14,100.00 "
"2231","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Fluorescent lamp 18watts w/ fixtures (LED)","for EFMS use",10," 6,000.00 "
"2232","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Pipe 3/4"" (Gray)","for EFMS use",25," 5,500.00 "
"2233","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Elbow 3/4"" (Gray)","for EFMS use",25," 1,250.00 "
"2234","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Gate Valve 3/4"" (Gray)","for EFMS use",5," 2,000.00 "
"2235","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Male Adaptor Valve 3/4"" (Gray)","for EFMS use",6," 300.00 "
"2236","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Tee 3/4"" (Gray)","for EFMS use",5," 250.00 "
"2237","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Union Patente 3/4"" (Gray)","for EFMS use",5," 800.00 "
"2238","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Pipe 1/2"" (Gray)","for EFMS use",5," 750.00 "
"2239","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","uPVC Bell Reducer 1/2"" x 3/4""(Gray)","for EFMS use",3," 150.00 "
"2240","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Ceiling Mounted Exhaust Fan 14""","for EFMS use",10," 23,000.00 "
"2241","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Aircon Compressor Motor LRA64","for EFMS use",4," 80,000.00 "
"2242","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Cement 40kg","for EFMS use",170," 47,600.00 "
"2243","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Long Span Roof 16' ( Rib Type)","for EFMS use",60," 84,000.00 "
"2244","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","2"" x 6"" x1.5mm Tubular Bar G.I.","for EFMS use",5," 10,000.00 "
"2245","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","PPR Tee (threaded) 3/4""","for EFMS use",2," 100.00 "
"2246","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Window Type Aircon 1 HP","for EFMS use",2," 54,000.00 "
"2247","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","2"" x 4"" x1.5mm Tubular Bar G.I.","for EFMS use",14," 14,000.00 "
"2248","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Circuit Breaker 100A (3 Phase, Bolt on)","for EFMS use",3," 9,600.00 "
"2249","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","PVC Pipe 1/2"" dia. x 3 meters (Blue)","for EFMS use",10," 800.00 "
"2250","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Flexible Hose 20mm (100m)","for EFMS use",2," 3,000.00 "
"2251","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","24"" x 24"" Granite Tiles","for EFMS use",340," 95,200.00 "
"2252","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Window Type Aircon 2.5 HP","for EFMS use",2," 80,000.00 "
"2253","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Pre Painted Gutter 8'","for EFMS use",7," 2,170.00 "
"2254","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","2"" x 3"" x1.2mm C-Purlins G.I.","for EFMS use",18," 12,600.00 "
"2255","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","G.I Tie Wire #16","for EFMS use",30," 3,000.00 "
"2256","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Gravel 3/4""","for EFMS use",20," 24,000.00 "
"2257","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","PPR Union Patente 3/4""","for EFMS use",5," 1,250.00 "
"2258","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Teckscrew 2""","for EFMS use",2000," 6,000.00 "
"2259","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","PVC Pipe 4"" x 3 meters (Orange)","for EFMS use",15," 13,500.00 "
"2260","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","G.I. Pipe 2"" Sch. 40 (6 meters)","for EFMS use",5," 12,500.00 "
"2261","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Construction Materials and Supplies"," 983,150.00 ","Panel Box 10 Holes (3 Phase, Bolt-on)","for EFMS use",3," 24,000.00 "
"2262","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Patient Gown White with green printed Bataan GHMC","for Linen and Laundry use",1100," 352,000.00 "
"2263","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Water Proof Jacket and Pants Raincoat, XL Size","for Linen and Laundry use",4," 2,000.00 "
"2264","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Water Proof Jacket and Pants Raincoat, Large Size","for Linen and Laundry use",4," 2,000.00 "
"2265","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Printer Paper (Thermal) 50mm x 9mm diameter 56mm-","for Housekeeping use",24," 3,600.00 "
"2266","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Towel, green, long 25.4x14.5","for Housekeeping use",8," 120.00 "
"2267","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Plastic Bag, Transparent 30""x20"" (100pcs.)","for Housekeeping use",10," 1,400.00 "
"2268","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Apron, waterproof, full apron (for laundry)","for Linen and Laundry use",30," 3,000.00 "
"2269","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Bath Soap, 135g","for Housekeeping use",70," 3,150.00 "
"2270","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Cable ties, size 300x3.6mm","for Housekeeping use",1200," 8,400.00 "
"2271","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Disinfectant Spray, 340 grams","for Housekeeping use",246," 36,900.00 "
"2272","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Janitorial Supplies"," 440,570.00 ","Dishwashing Liquid, antibac, 1 liter","for Housekeeping use",350," 28,000.00 "
"2273","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 96,000.00 ","Oxygen Sensor, for Mindray SV-300 Mechanical Venti","for EFMS use (for Mechanical Ventilator)",5," 75,000.00 "
"2274","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 96,000.00 ","Thermal Print Head, for Hospicare ECG Machine ECG-","for EFMS use (for ECG Machine)",3," 21,000.00 "
"2275","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 32,000.00 ","14x17 FILM ENVELOPE 100/BOX (WITH PRINT OF BATAAN","MEDICAL IMAGING SUPPLIES",40," 32,000.00 "
"2276","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 130,500.00 ","HDMI Cable - Ultra High Speed - Capable of 4k res","for IHOMP use",3," 3,000.00 "
"2277","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 130,500.00 ","27 inches UHD Monitor - 3840 x 2160 Resolution -","for IHOMP use",3," 60,000.00 "
"2278","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 130,500.00 ","Wireless Mouse - 100-16,000 DPI - Microprocessor:","for IHOMP use",3," 21,000.00 "
"2279","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 130,500.00 ","Wired Keyboard - GX Brown Tactile Switches","for IHOMP use",3," 36,000.00 "
"2280","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Information Technology"," 130,500.00 ","Dual Monitor Stand - 5 points of articulations -","for IHOMP use",3," 10,500.00 "
"2281","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Analytical Balance","Medical Equipment",1," 180,000.00 "
"2282","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","2 Door Biological Refrigerator","Medical Equipment",2," 400,000.00 "
"2283","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Clinical Microscope","Medical Equipment",1," 70,000.00 "
"2284","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Dental Air Compressor System","Medical Equipment",1," 30,000.00 "
"2285","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","AUTOMATIC VOLTAGE REGULATOR (AVR)","Medical Equipment",1," 40,000.00 "
"2286","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Heavy duty dehumidifier","Medical Equipment",1," 50,000.00 "
"2287","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Nerve Stimulator","Medical Equipment",1," 150,000.00 "
"2288","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Piezo Electric Ultrasonic Scaler","Medical Equipment",1," 20,000.00 "
"2289","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Portable Ultrasound (Emergency Room)","Medical Equipment",1," 90,000.00 "
"2290","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Table type autoclave machine","Medical Equipment",1," 50,000.00 "
"2291","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Orthopeadic Surgical Drill","Medical Equipment",1," 65,000.00 "
"2292","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 1,175,000.00 ","Exophthalmometer","Medical Equipment",1," 30,000.00 "
"2293","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Thermal Print Head","Engineering Supplies",10," 60,000.00 "
"2294","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Laryngoscope Bulb 3 volts (Adult)","Engineering Supplies",10," 16,000.00 "
"2295","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Laryngoscope Bulb 3 volts (Pedia)","Engineering Supplies",10," 17,000.00 "
"2296","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Laryngoscope Bulb 3 volts (Infant)","Engineering Supplies",10," 18,000.00 "
"2297","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Humidifying Cup","Engineering Supplies",40," 7,200.00 "
"2298","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Automatic Voltage Regulator 5000VA (Single Phase)","Engineering Supplies",4," 34,000.00 "
"2299","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 158,200.00 ","Power Cord 3-pin","Engineering Supplies",30," 6,000.00 "
"2300","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker Outdoor Enclosure, Bolt on, (G.I.,","Engineering Supplies",10," 20,000.00 "
"2301","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Magnetic Contactor 30 Amps, 220-240V","Engineering Supplies",4," 15,200.00 "
"2302","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Magnetic Contactor 60 Amps, (3-phase), 220-240V","Engineering Supplies",1," 8,500.00 "
"2303","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Molded Case Circuit Breaker 150 amp. Bolt on (3 ph","Engineering Supplies",3," 13,500.00 "
"2304","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Rechargeable Battery 24 volts","Engineering Supplies",15," 30,000.00 "
"2305","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Rechargeable Battery 6 volts","Engineering Supplies",60," 30,000.00 "
"2306","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Rocker Switch 3 pins (Small)","Engineering Supplies",10," 300.00 "
"2307","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Single Wire Mechanical Lug 300-800MCM (3.5cm wide)","Engineering Supplies",12," 1,200.00 "
"2308","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Soldering Lead 1?","Engineering Supplies",5," 2,250.00 "
"2309","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Molded Case Circuit Breaker 400 amp. Bolt-on (3 ph","Engineering Equipment",1," 20,000.00 "
"2310","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Panel Box 10 Holes, 3 Phase, Bolt On","Engineering Supplies",3," 24,000.00 "
"2311","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Rechargeable Battery 12 volts","Engineering Supplies",20," 20,000.00 "
"2312","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Cement 40kg","Engineering Supplies",40," 11,200.00 "
"2313","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Clear Gloss Varnish (1 liter)","Engineering Supplies",4," 1,400.00 "
"2314","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Solderless Wire Connector 500 MCM","Engineering Supplies",24," 28,800.00 "
"2315","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Spacer (for Electric Fan 16"")","Engineering Supplies",40," 600.00 "
"2316","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Starter (for Fluorescent Lamp)","Engineering Supplies",25," 500.00 "
"2317","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Thermal Cut-off Resistor 2 amperes (black)","Engineering Supplies",40," 1,200.00 "
"2318","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","3/4"" x 4' x 8' Plyboard","Engineering Supplies",140," 231,000.00 "
"2319","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Solderless Wire Connector 100 MCM","Engineering Supplies",24," 14,400.00 "
"2320","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Gear Box (for Standard Orbit Fan 16"")","Engineering Supplies",60," 6,000.00 "
"2321","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Cup Hook 1"" dia.","Engineering Supplies",60," 600.00 "
"2322","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Curtain Rod 16' X 3/4""","Engineering Supplies",80," 16,000.00 "
"2323","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Curtain Rod Holder 3/4""","Engineering Supplies",90," 4,050.00 "
"2324","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Double Lock","Engineering Supplies",5," 2,750.00 "
"2325","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Drawer Handle (Antique)","Engineering Supplies",200," 8,000.00 "
"2326","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Hinges 1"" x 3""","Engineering Supplies",160," 3,200.00 "
"2327","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Hinges 1/2"" x 2""","Engineering Supplies",50," 750.00 "
"2328","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Roof Sealant (1 liter)","Engineering Supplies",24," 10,800.00 "
"2329","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Rugby 350mL","Engineering Supplies",20," 2,400.00 "
"2330","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Spring Door Closer","Engineering Supplies",40," 6,000.00 "
"2331","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","1 1/2"" x 1 1/2"" x 3/16"" Angle Bar (6 meters)","Engineering Supplies",50," 32,500.00 "
"2332","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","4' x 8' x 4.5mm Mesh Wire","Engineering Supplies",15," 8,250.00 "
"2333","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","All Purpose Super Glue (3 grams)","Engineering Supplies",10," 800.00 "
"2334","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Ball Caster 2""","Engineering Supplies",24," 7,200.00 "
"2335","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Boping Disc 4""","Engineering Supplies",4," 720.00 "
"2336","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Cylindrical Hinges 1""","Engineering Supplies",12," 720.00 "
"2337","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Flat Bar 1"" x 3/16"" (6 meters)","Engineering Supplies",30," 7,500.00 "
"2338","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Flat Bar 2"" x 3/16"" (6 meters)","Engineering Supplies",45," 18,000.00 "
"2339","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","G.I. Pipe 3"" sched 40 (6 meters)","Engineering Supplies",4," 16,000.00 "
"2340","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","G.I. Pipe 4"" sched 40 (6 meters)","Engineering Supplies",4," 22,000.00 "
"2341","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Industrial Wheel Caster 5"" (Black)","Engineering Supplies",60," 24,000.00 "
"2342","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Round Bar 16mm (6 meters)","Engineering Supplies",5," 2,250.00 "
"2343","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Square Bar 12mm dia. (6 meters)","Engineering Supplies",20," 4,000.00 "
"2344","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Steel Chain 3/16""","Engineering Supplies",60," 12,000.00 "
"2345","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Welding Rod 2mm (20kg)","Engineering Supplies",2," 5,000.00 "
"2346","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Wheel Rotate Caster Roller 2"" (Black)","Engineering Supplies",24," 6,000.00 "
"2347","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Denatured Alcohol (4 liters)","Engineering Supplies",40," 12,000.00 "
"2348","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Plastic Steel Epoxy (20 grams)","Engineering Supplies",10," 2,600.00 "
"2349","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Single Rope Pulley","Engineering Supplies",20," 2,000.00 "
"2350","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Speed Cutter Blade 14""","Engineering Supplies",40," 16,800.00 "
"2351","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Water Stop 200mL","Engineering Supplies",10," 3,500.00 "
"2352","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Wipe Out Dirt/Stain Remover (250 grams)","Engineering Supplies",10," 4,500.00 "
"2353","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","1/2"" x 1/2"" x 48"" Flexible hose","Engineering Supplies",5," 2,250.00 "
"2354","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Basket Strainer 4"" dia.","Engineering Supplies",5," 1,500.00 "
"2355","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Cable Float Switch (for Sewage Treatment Plant)","Engineering Supplies",5," 11,000.00 "
"2356","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Foot Pedal Faucet w/ hose","Engineering Supplies",5," 15,000.00 "
